Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Car_Owner,House_Owner,Personal_loan,Customer_Job,Income,Cust_Satisfaction_Score,Month
712740108,blue,320,0,137,2023-03-26,week-13,q1,2023,1706.0,0,2371,45,0.0,swipe,food,521.62,0,46-55,Female,0,uneducated,married,New York,no,no,no,blue-collar,26289,2,March
712742808,blue,295,0,75,2023-03-26,week-13,q1,2023,3022.0,1142,1184,21,0.378,swipe,entertainment,272.32,0,46-55,Female,3,high school,married,Florida,yes,no,no,selfemployeed,8250,3,March
712747758,blue,485,0,88,2023-03-26,week-13,q1,2023,2477.0,0,2037,43,0.0,swipe,fuel,448.14,0,36-45,Female,2,unknown,married,New Jersey,no,yes,no,white-collar,20521,2,March
712751133,blue,250,0,99,2023-03-26,week-13,q1,2023,11328.0,1369,1829,42,0.121,swipe,bills,146.32,1,36-45,Female,1,graduate,married,New York,yes,no,no,businessman,16564,3,March
712753758,blue,465,0,93,2023-03-26,week-13,q1,2023,2442.0,1699,4313,75,0.696,swipe,entertainment,819.47,1,36-45,Female,2,graduate,unknown,California,yes,no,no,govt,57268,3,March
712755783,blue,245,0,158,2023-03-26,week-13,q1,2023,1438.3,0,3886,77,0.0,swipe,food,466.32,1,56-65,Female,1,high school,unknown,New York,no,yes,no,white-collar,44349,2,March
712757808,blue,390,1,119,2023-03-26,week-13,q1,2023,1544.0,0,1731,40,0.0,swipe,bills,155.79,1,56-65,Female,2,high school,single,Texas,no,yes,no,selfemployeed,14975,2,March
712760208,blue,420,1,117,2023-03-26,week-13,q1,2023,6751.0,1192,7921,93,0.177,swipe,fuel,633.68,1,36-45,Male,2,unknown,married,New Jersey,no,no,no,govt,109110,2,March
712762758,blue,100,1,92,2023-03-26,week-13,q1,2023,9451.0,1280,3179,79,0.135,swipe,bills,190.74,0,36-45,Female,2,graduate,married,Iowa,yes,no,no,selfemployeed,35325,3,March
712763808,blue,480,1,79,2023-03-26,week-13,q1,2023,6692.0,2037,1468,36,0.304,swipe,bills,381.68,0,46-55,Female,3,uneducated,married,Florida,no,yes,no,blue-collar,14826,2,March
712765158,blue,100,1,85,2023-03-26,week-13,q1,2023,2539.0,2162,2386,47,0.852,swipe,bills,668.08,0,36-45,Female,2,unknown,married,California,no,no,no,retirees,26415,2,March
712766208,silver,200,0,74,2023-03-26,week-13,q1,2023,34516.0,0,8603,84,0.0,chip,travel,1290.45,0,36-45,Male,3,high school,single,New Jersey,yes,no,yes,blue-collar,115315,2,March
712767858,blue,110,1,103,2023-03-26,week-13,q1,2023,1438.3,1223,2181,43,0.85,swipe,grocery,174.48,0,26-35,Female,2,high school,married,California,no,yes,no,govt,23085,2,March
712768983,silver,370,1,148,2023-03-26,week-13,q1,2023,34516.0,230,8629,65,0.007,swipe,bills,1380.64,0,46-55,Male,2,unknown,married,New York,no,yes,no,white-collar,115638,2,March
712770408,blue,485,1,117,2023-03-26,week-13,q1,2023,3413.0,0,2285,40,0.0,swipe,food,502.7,0,46-55,Female,2,high school,single,New York,no,yes,no,govt,24909,3,March
712771233,blue,150,1,119,2023-03-26,week-13,q1,2023,2516.0,1268,4461,80,0.504,swipe,grocery,669.15,0,36-45,Male,3,unknown,single,New York,no,yes,no,white-collar,63784,2,March
712774008,blue,375,0,97,2023-03-26,week-13,q1,2023,3939.0,2517,1489,34,0.639,swipe,grocery,163.79,0,46-55,Female,1,uneducated,married,Texas,no,no,no,selfemployeed,14975,3,March
712774908,blue,125,1,91,2023-03-26,week-13,q1,2023,2601.0,1861,5111,83,0.715,swipe,entertainment,357.77,0,36-45,Male,5,uneducated,married,Texas,yes,yes,no,govt,93711,2,March
712777233,blue,125,1,101,2023-03-26,week-13,q1,2023,1671.0,0,2701,51,0.0,chip,entertainment,378.14,0,46-55,Female,4,graduate,married,Texas,yes,yes,no,blue-collar,31610,3,March
712778658,blue,340,0,99,2023-03-26,week-13,q1,2023,2001.0,909,4238,63,0.454,chip,bills,635.7,0,46-55,Male,2,high school,married,New York,no,no,no,white-collar,54793,2,March
712781883,blue,430,1,84,2023-03-26,week-13,q1,2023,2611.0,537,5121,83,0.206,swipe,bills,614.52,0,46-55,Male,3,uneducated,single,New Jersey,yes,no,no,businessman,93956,3,March
712783083,blue,195,1,106,2023-03-26,week-13,q1,2023,3607.0,0,2013,35,0.0,chip,food,523.38,0,46-55,Female,2,graduate,married,New York,yes,yes,no,blue-collar,20185,2,March
712784058,blue,420,1,64,2023-03-26,week-13,q1,2023,17156.0,2517,1142,33,0.147,swipe,fuel,159.88,0,56-65,Female,5,doctorate,married,New York,no,no,no,selfemployeed,7865,2,March
712788258,blue,340,0,74,2023-03-26,week-13,q1,2023,1913.0,1405,7265,80,0.734,swipe,food,1453.0,0,56-65,Male,2,graduate,married,New Jersey,yes,no,no,govt,102421,2,March
712789383,blue,470,1,44,2023-03-26,week-13,q1,2023,9274.0,2097,2048,59,0.226,swipe,bills,245.76,0,46-55,Female,1,graduate,married,New York,yes,yes,no,retirees,20693,2,March
712790358,blue,470,1,145,2023-03-26,week-13,q1,2023,3023.0,1348,2219,44,0.446,swipe,entertainment,288.47,0,36-45,Female,2,graduate,unknown,California,no,yes,no,businessman,23744,2,March
712795833,blue,480,1,74,2023-03-26,week-13,q1,2023,5021.0,2517,2270,40,0.501,swipe,fuel,567.5,0,56-65,Female,0,uneducated,married,California,no,yes,yes,businessman,24545,2,March
712797258,blue,250,1,49,2023-03-26,week-13,q1,2023,34516.0,2129,1463,38,0.062,swipe,bills,248.71,0,46-55,Female,2,post-graduate,married,California,no,yes,yes,blue-collar,14690,3,March
712801758,blue,450,1,119,2023-03-26,week-13,q1,2023,2673.0,2517,3052,63,0.942,swipe,bills,335.72,0,36-45,Female,0,unknown,married,Florida,yes,no,no,businessman,34416,3,March
712802733,blue,410,1,94,2023-03-26,week-13,q1,2023,5486.0,685,2965,70,0.125,chip,entertainment,474.4,0,46-55,Female,3,post-graduate,married,California,no,yes,no,govt,33950,2,March
712804383,blue,435,1,81,2023-03-26,week-13,q1,2023,2143.0,1194,4684,82,0.557,swipe,entertainment,1217.84,0,36-45,Male,4,graduate,single,Georgia,no,yes,no,businessman,74111,2,March
712805658,blue,480,1,111,2023-03-26,week-13,q1,2023,2258.0,0,4803,72,0.0,chip,entertainment,432.27,0,36-45,Male,3,graduate,single,New York,yes,yes,no,white-collar,79026,3,March
712807758,blue,245,1,130,2023-03-26,week-13,q1,2023,1438.3,0,2476,32,0.0,online,bills,346.64,0,56-65,Female,2,high school,married,Texas,no,no,no,selfemployeed,28230,2,March
712810233,blue,470,0,115,2023-03-26,week-13,q1,2023,2423.0,1674,4258,80,0.691,chip,entertainment,1064.5,0,26-35,Female,0,uneducated,unknown,Florida,yes,yes,no,govt,55581,2,March
712812408,blue,360,1,112,2023-03-26,week-13,q1,2023,1535.0,0,1921,41,0.0,chip,entertainment,345.78,0,36-45,Female,4,uneducated,married,New York,no,yes,no,selfemployeed,18509,2,March
712813458,blue,250,0,120,2023-03-26,week-13,q1,2023,19763.0,2517,1414,35,0.127,swipe,travel,84.84,0,36-45,Female,4,unknown,single,California,no,yes,no,selfemployeed,13531,2,March
712814658,blue,280,0,149,2023-03-26,week-13,q1,2023,2393.0,1499,4755,82,0.626,chip,bills,855.9,0,36-45,Male,2,graduate,married,New Jersey,no,no,no,blue-collar,76834,2,March
712815858,blue,275,0,116,2023-03-26,week-13,q1,2023,5330.0,0,3525,79,0.0,swipe,grocery,1022.25,0,36-45,Female,2,high school,single,Texas,yes,yes,no,white-collar,38304,3,March
712816833,blue,435,0,103,2023-03-26,week-13,q1,2023,4203.0,1965,1425,32,0.468,swipe,fuel,99.75,0,36-45,Female,3,high school,married,Texas,no,no,no,blue-collar,13774,2,March
712817808,blue,290,1,90,2023-03-26,week-13,q1,2023,4761.0,1561,2045,53,0.328,chip,fuel,286.3,0,36-45,Female,3,post-graduate,married,California,no,yes,yes,blue-collar,20640,3,March
712820208,blue,405,0,47,2023-03-26,week-13,q1,2023,2699.0,1609,2141,56,0.596,swipe,bills,256.92,0,36-45,Female,3,uneducated,married,California,no,yes,yes,selfemployeed,22386,2,March
712821333,blue,200,0,93,2023-03-26,week-13,q1,2023,9452.0,2517,1825,50,0.266,swipe,entertainment,401.5,0,46-55,Female,4,graduate,married,New York,yes,no,no,selfemployeed,16520,2,March
712822758,blue,440,1,79,2023-03-26,week-13,q1,2023,5677.0,1403,2730,58,0.247,swipe,entertainment,464.1,0,36-45,Female,4,graduate,married,Texas,no,no,no,businessman,31945,3,March
712826208,blue,365,1,71,2023-03-26,week-13,q1,2023,2575.0,1424,1487,33,0.553,swipe,entertainment,193.31,0,36-45,Male,2,uneducated,single,Florida,no,no,no,selfemployeed,14975,3,March
712827258,blue,285,0,79,2023-03-26,week-13,q1,2023,1438.3,0,5046,77,0.0,swipe,grocery,555.06,0,36-45,Male,3,graduate,married,New York,no,no,no,white-collar,91305,3,March
712828533,blue,300,1,46,2023-03-26,week-13,q1,2023,2796.0,0,4820,74,0.0,swipe,fuel,1108.6,0,46-55,Male,1,unknown,single,Texas,no,no,no,selfemployeed,79642,2,March
712829808,blue,390,1,114,2023-03-26,week-13,q1,2023,2187.0,0,2031,40,0.0,swipe,entertainment,324.96,0,46-55,Female,4,unknown,single,California,no,no,no,businessman,20456,2,March
712831908,blue,250,1,166,2023-03-26,week-13,q1,2023,3481.0,603,4556,81,0.173,swipe,entertainment,865.64,0,46-55,Male,0,graduate,married,California,yes,yes,no,white-collar,68564,2,March
712833633,blue,200,1,113,2023-03-26,week-13,q1,2023,10688.0,653,13866,98,0.061,swipe,bills,1802.58,0,36-45,Male,2,uneducated,single,New York,yes,no,no,businessman,145350,2,March
712834533,blue,200,1,151,2023-03-26,week-13,q1,2023,2673.0,1275,4119,75,0.477,chip,bills,535.47,0,36-45,Male,2,graduate,married,New York,yes,no,yes,businessman,50783,2,March
712835433,blue,495,0,68,2023-03-26,week-13,q1,2023,1438.3,0,4869,73,0.0,swipe,fuel,389.52,0,46-55,Male,3,graduate,single,Florida,no,yes,no,blue-collar,82349,3,March
712837233,blue,420,0,99,2023-03-26,week-13,q1,2023,13001.0,1482,3671,55,0.114,swipe,entertainment,807.62,0,36-45,Male,3,graduate,married,Florida,no,yes,yes,blue-collar,40138,1,March
712838358,blue,435,1,78,2023-03-26,week-13,q1,2023,1438.3,0,4702,84,0.0,swipe,grocery,470.2,0,46-55,Male,4,high school,unknown,New Jersey,no,no,no,retirees,74732,3,March
712839633,blue,140,0,69,2023-03-26,week-13,q1,2023,34516.0,1595,8871,97,0.046,swipe,food,1153.23,0,36-45,Male,2,graduate,single,New York,yes,no,no,govt,117121,1,March
712840608,blue,150,0,85,2023-03-26,week-13,q1,2023,2736.0,993,4078,85,0.363,swipe,entertainment,611.7,0,36-45,Female,2,doctorate,married,California,no,yes,no,white-collar,49700,1,March
712841883,silver,250,0,83,2023-03-26,week-13,q1,2023,34516.0,2517,7155,66,0.073,swipe,entertainment,1931.85,0,36-45,Female,3,uneducated,single,Texas,no,no,no,businessman,102012,3,March
712843983,blue,325,1,82,2023-03-26,week-13,q1,2023,1569.0,257,2288,45,0.164,swipe,grocery,457.6,0,36-45,Female,2,doctorate,unknown,Florida,no,yes,no,businessman,24965,2,March
712845258,gold,325,1,79,2023-03-26,week-13,q1,2023,34516.0,1642,4161,71,0.048,chip,bills,707.37,0,56-65,Female,2,high school,single,California,yes,no,no,selfemployeed,52226,2,March
712846458,gold,250,0,93,2023-03-26,week-13,q1,2023,14290.0,1432,14709,125,0.1,chip,travel,882.54,0,36-45,Male,4,uneducated,married,Texas,no,no,no,businessman,180767,1,March
712847208,blue,110,0,83,2023-03-26,week-13,q1,2023,5369.0,1854,1898,50,0.345,swipe,grocery,398.58,1,36-45,Male,1,unknown,married,Florida,no,no,no,govt,18043,2,March
712849158,blue,445,1,144,2023-03-26,week-13,q1,2023,19793.0,2488,2186,44,0.126,chip,fuel,415.34,1,36-45,Female,3,unknown,married,Texas,yes,no,yes,retirees,23184,3,March
712851108,blue,125,1,96,2023-03-26,week-13,q1,2023,15340.0,2331,2965,51,0.152,online,bills,355.8,1,56-65,Female,4,uneducated,married,New York,yes,yes,no,govt,33948,2,March
712852233,blue,465,0,78,2023-03-26,week-13,q1,2023,6663.0,765,4583,78,0.115,swipe,grocery,1054.09,1,36-45,Male,2,graduate,single,New Jersey,yes,yes,no,blue-collar,69549,3,March
712853358,blue,190,0,76,2023-03-26,week-13,q1,2023,1817.0,0,2216,44,0.0,swipe,bills,421.04,1,36-45,Female,2,doctorate,unknown,Florida,no,yes,no,white-collar,23646,3,March
712854633,blue,245,0,87,2023-03-26,week-13,q1,2023,11320.0,0,2845,57,0.0,chip,bills,199.15,0,36-45,Female,3,high school,married,Texas,no,yes,no,blue-collar,32938,1,March
712855683,blue,175,0,114,2023-03-26,week-13,q1,2023,3350.0,1335,4906,89,0.399,swipe,bills,1128.38,0,46-55,Male,4,uneducated,single,California,yes,no,no,businessman,84913,3,March
712860858,blue,225,1,120,2023-03-26,week-13,q1,2023,5264.0,0,4943,70,0.0,chip,entertainment,1334.61,0,46-55,Male,4,uneducated,married,Texas,yes,yes,no,businessman,86659,3,March
712863183,blue,290,1,95,2023-03-26,week-13,q1,2023,10018.0,829,13819,114,0.083,chip,entertainment,2487.42,0,56-65,Male,4,unknown,single,Texas,no,no,no,white-collar,144014,2,March
712864683,blue,470,0,90,2023-03-26,week-13,q1,2023,1438.3,0,1693,37,0.0,chip,entertainment,237.02,0,36-45,Female,1,uneducated,married,Texas,yes,no,no,selfemployeed,14975,2,March
712865583,blue,150,0,72,2023-03-26,week-13,q1,2023,3301.0,2517,3939,69,0.762,online,bills,630.24,0,46-55,Female,3,uneducated,married,Nevada,no,no,no,white-collar,45636,2,March
712866933,blue,245,0,107,2023-03-26,week-13,q1,2023,10824.0,0,3700,73,0.0,chip,grocery,629.0,0,36-45,Female,2,graduate,unknown,Texas,no,yes,no,blue-collar,40705,3,March
712867983,blue,325,0,142,2023-03-26,week-13,q1,2023,3006.0,633,5177,66,0.211,online,entertainment,673.01,0,56-65,Male,4,high school,married,New York,no,no,no,govt,95280,1,March
712868733,blue,125,0,48,2023-03-26,week-13,q1,2023,2595.0,2189,1562,27,0.844,swipe,entertainment,406.12,0,46-55,Female,2,unknown,married,New York,no,no,no,selfemployeed,14975,3,March
712869783,blue,300,0,117,2023-03-26,week-13,q1,2023,4255.0,0,4606,79,0.0,swipe,food,1197.56,0,46-55,Male,3,graduate,single,New Mexico,no,yes,no,retirees,70602,3,March
712872183,blue,450,1,82,2023-03-26,week-13,q1,2023,3271.0,1367,2464,92,0.418,swipe,bills,369.6,0,36-45,Female,3,high school,unknown,Florida,no,yes,no,selfemployeed,28010,2,March
712874433,blue,125,0,113,2023-03-26,week-13,q1,2023,2326.0,642,5413,90,0.276,swipe,bills,487.17,0,46-55,Male,3,unknown,married,New York,no,yes,no,white-collar,98986,3,March
712876233,blue,245,1,136,2023-03-26,week-13,q1,2023,5272.0,1515,1289,33,0.287,swipe,bills,232.02,0,46-55,Female,2,graduate,married,Florida,no,yes,no,selfemployeed,11346,3,March
712877733,blue,220,1,139,2023-03-26,week-13,q1,2023,12882.0,1402,4407,84,0.109,chip,grocery,1233.96,0,46-55,Male,0,doctorate,married,California,yes,yes,no,white-collar,60785,3,March
712879158,gold,275,1,107,2023-03-26,week-13,q1,2023,6224.0,2201,7693,70,0.354,swipe,fuel,1461.67,0,36-45,Male,4,post-graduate,single,New York,yes,yes,no,blue-collar,106682,3,March
712880283,blue,200,0,80,2023-03-26,week-13,q1,2023,4048.0,1113,1757,45,0.275,swipe,bills,281.12,0,46-55,Female,2,graduate,single,Texas,no,yes,yes,retirees,15188,1,March
712881483,blue,250,0,92,2023-03-26,week-13,q1,2023,9959.0,1890,2041,45,0.19,swipe,entertainment,530.66,0,56-65,Female,2,doctorate,married,New York,yes,no,no,white-collar,20595,2,March
712884408,blue,175,1,130,2023-03-26,week-13,q1,2023,5700.0,1904,7939,95,0.334,swipe,food,1984.75,0,36-45,Male,4,uneducated,single,New York,yes,no,no,govt,109279,2,March
712885533,blue,380,1,140,2023-03-26,week-13,q1,2023,11882.0,1472,3291,62,0.124,chip,entertainment,691.11,0,46-55,Female,2,high school,married,California,yes,yes,no,white-collar,36059,3,March
712886733,blue,445,0,109,2023-03-26,week-13,q1,2023,1780.0,1338,4268,87,0.752,chip,entertainment,896.28,0,46-55,Female,4,graduate,married,Iowa,yes,no,no,govt,55840,3,March
712887633,blue,250,1,41,2023-03-26,week-13,q1,2023,25008.0,876,1753,43,0.035,swipe,travel,473.31,0,46-55,Female,1,doctorate,single,Nevada,no,yes,no,retirees,15025,2,March
712890408,blue,100,0,79,2023-03-26,week-13,q1,2023,2221.0,1343,1338,30,0.605,swipe,fuel,133.8,0,46-55,Female,2,post-graduate,single,Texas,no,yes,no,blue-collar,12139,3,March
712891833,blue,195,1,65,2023-03-26,week-13,q1,2023,2723.0,1902,3875,84,0.698,swipe,fuel,1123.75,0,46-55,Male,3,uneducated,unknown,California,no,no,no,businessman,44160,3,March
712894308,blue,150,1,106,2023-03-26,week-13,q1,2023,2888.0,0,4345,75,0.0,chip,bills,912.45,0,26-35,Male,1,graduate,married,Florida,yes,no,no,selfemployeed,58520,2,March
712895733,blue,490,1,77,2023-03-26,week-13,q1,2023,34516.0,572,8659,81,0.017,swipe,entertainment,692.72,0,46-55,Male,4,unknown,single,California,yes,no,no,govt,115979,3,March
712899333,silver,245,1,93,2023-03-26,week-13,q1,2023,4256.0,1084,1100,29,0.255,swipe,travel,154.0,0,46-55,Female,1,graduate,married,Florida,yes,no,no,selfemployeed,6550,3,March
712900308,blue,300,1,94,2023-03-26,week-13,q1,2023,1751.0,0,2078,37,0.0,online,entertainment,249.36,0,26-35,Female,3,uneducated,single,California,no,no,no,white-collar,21229,1,March
712901283,blue,140,1,104,2023-03-26,week-13,q1,2023,2121.0,0,1464,32,0.0,chip,bills,380.64,0,36-45,Female,3,post-graduate,married,Texas,no,no,no,retirees,14745,3,March
712902483,blue,125,0,169,2023-03-26,week-13,q1,2023,2066.0,1699,1895,43,0.822,swipe,fuel,151.6,0,46-55,Female,0,uneducated,married,Texas,yes,yes,no,blue-collar,17936,2,March
712905708,blue,100,1,101,2023-03-26,week-13,q1,2023,2590.0,1564,1188,40,0.604,swipe,fuel,237.6,0,46-55,Female,2,unknown,single,Texas,yes,no,no,selfemployeed,8250,2,March
712912233,blue,375,0,116,2023-03-26,week-13,q1,2023,3468.0,2221,14222,122,0.64,chip,bills,1137.76,0,46-55,Male,5,uneducated,married,Texas,no,no,no,businessman,156583,3,March
712914783,blue,410,1,104,2023-03-26,week-13,q1,2023,7564.0,0,4743,82,0.0,chip,grocery,1328.04,0,36-45,Male,3,graduate,unknown,California,yes,yes,no,govt,76470,3,March
712916958,blue,175,1,106,2023-03-26,week-13,q1,2023,12494.0,0,7026,69,0.0,swipe,grocery,702.6,0,46-55,Male,3,graduate,married,Virginia,no,yes,no,blue-collar,101597,2,March
712918083,blue,140,1,105,2023-03-26,week-13,q1,2023,2211.0,768,7527,88,0.347,swipe,food,1204.32,0,46-55,Male,2,graduate,married,California,no,no,no,blue-collar,104569,1,March
712920633,blue,225,0,160,2023-03-26,week-13,q1,2023,1438.3,0,4348,79,0.0,chip,bills,478.28,0,46-55,Male,3,graduate,married,Florida,no,yes,yes,selfemployeed,58630,2,March
712924383,blue,435,1,161,2023-03-26,week-13,q1,2023,8411.0,979,990,22,0.116,swipe,bills,69.3,0,46-55,Female,3,graduate,single,California,no,no,no,selfemployeed,5225,3,March
712925808,blue,340,1,85,2023-03-26,week-13,q1,2023,2710.0,0,4724,60,0.0,swipe,food,755.84,0,46-55,Male,0,high school,married,Texas,no,yes,no,blue-collar,75419,1,March
712927383,blue,140,1,73,2023-03-26,week-13,q1,2023,1438.3,642,1939,49,0.446,chip,entertainment,329.63,0,56-65,Female,1,graduate,married,California,no,yes,no,selfemployeed,18864,1,March
712931733,blue,300,1,71,2023-03-26,week-13,q1,2023,2636.0,1257,7136,82,0.477,swipe,grocery,1355.84,0,46-55,Male,1,high school,married,New York,yes,no,no,govt,101925,1,March
712933083,blue,245,0,125,2023-03-26,week-13,q1,2023,3127.0,2378,2292,49,0.76,swipe,bills,641.76,0,36-45,Female,5,unknown,married,Texas,yes,no,yes,selfemployeed,24994,3,March
712934583,silver,95,1,104,2023-03-26,week-13,q1,2023,11879.0,0,3490,62,0.0,chip,entertainment,977.2,0,26-35,Male,0,post-graduate,married,Texas,yes,yes,no,white-collar,37941,3,March
712936908,blue,110,0,138,2023-03-26,week-13,q1,2023,11684.0,1786,2969,88,0.153,swipe,entertainment,207.83,0,36-45,Female,0,unknown,married,Texas,no,yes,no,blue-collar,33986,3,March
712938258,silver,150,1,66,2023-03-26,week-13,q1,2023,12695.0,1613,8328,94,0.127,swipe,grocery,582.96,0,56-65,Male,1,unknown,married,New Jersey,no,no,no,businessman,113377,2,March
712939533,blue,175,0,51,2023-03-26,week-13,q1,2023,21585.0,986,3789,70,0.046,chip,grocery,568.35,0,66-75,Male,0,high school,married,Illinois,yes,yes,no,govt,42237,1,March
712940508,blue,175,0,111,2023-03-26,week-13,q1,2023,4562.0,1721,1896,50,0.377,swipe,bills,303.36,0,46-55,Female,3,unknown,unknown,California,yes,yes,yes,retirees,17996,2,March
712941483,silver,150,0,77,2023-03-26,week-13,q1,2023,3735.0,0,6826,61,0.0,chip,travel,1092.16,0,46-55,Male,3,graduate,unknown,New Jersey,no,yes,no,businessman,101364,2,March
712942308,blue,175,1,89,2023-03-26,week-13,q1,2023,11535.0,1527,3730,67,0.132,chip,bills,373.0,0,36-45,Female,3,post-graduate,single,California,yes,no,no,govt,41126,3,March
712943508,blue,250,0,101,2023-03-26,week-13,q1,2023,6921.0,1023,4608,79,0.148,swipe,fuel,1336.32,0,46-55,Female,4,post-graduate,married,California,yes,yes,no,white-collar,70641,1,March
712947333,blue,200,1,76,2023-03-26,week-13,q1,2023,5139.0,0,1653,44,0.0,chip,fuel,479.37,0,46-55,Female,5,unknown,single,Texas,yes,no,no,selfemployeed,14975,1,March
712948383,gold,350,0,98,2023-03-26,week-13,q1,2023,34516.0,0,7396,100,0.0,swipe,food,1109.4,0,46-55,Male,4,high school,single,Texas,yes,yes,no,businessman,103446,3,March
712949733,blue,300,1,79,2023-03-26,week-13,q1,2023,6340.0,1985,3536,61,0.313,swipe,bills,495.04,0,46-55,Female,2,uneducated,single,New York,yes,no,yes,businessman,38493,3,March
712950783,blue,415,0,117,2023-03-26,week-13,q1,2023,2732.0,0,739,16,0.0,swipe,bills,162.58,0,56-65,Female,0,uneducated,single,New York,no,no,no,selfemployeed,2565,2,March
712952283,blue,150,1,99,2023-03-26,week-13,q1,2023,34516.0,1638,14474,121,0.047,swipe,grocery,1592.14,0,26-35,Male,3,unknown,single,New Jersey,no,no,no,businessman,170984,3,March
712953483,blue,150,1,86,2023-03-26,week-13,q1,2023,1682.0,0,1811,39,0.0,swipe,food,398.42,0,56-65,Female,1,unknown,married,New York,yes,no,no,selfemployeed,16293,1,March
712955433,blue,480,1,77,2023-03-26,week-13,q1,2023,4370.0,1222,7223,90,0.28,swipe,bills,1950.21,0,36-45,Male,4,doctorate,married,Florida,yes,yes,no,govt,102283,3,March
712960308,blue,370,0,50,2023-03-26,week-13,q1,2023,8070.0,2350,2117,61,0.291,swipe,bills,402.23,0,46-55,Female,3,graduate,married,Texas,no,yes,no,white-collar,21799,3,March
712961658,blue,455,1,78,2023-03-26,week-13,q1,2023,3335.0,2238,5321,78,0.671,swipe,bills,319.26,0,36-45,Male,3,unknown,married,California,no,no,no,blue-collar,97982,3,March
712965183,blue,245,1,101,2023-03-26,week-13,q1,2023,2689.0,2101,1188,35,0.781,swipe,grocery,95.04,0,36-45,Female,5,doctorate,married,New York,no,yes,yes,selfemployeed,8250,3,March
712966458,blue,465,0,106,2023-03-26,week-13,q1,2023,8065.0,0,14807,115,0.0,chip,bills,1776.84,0,21-25,Female,1,unknown,single,New York,yes,no,no,businessman,185905,3,March
712967508,blue,435,0,102,2023-03-26,week-13,q1,2023,2572.0,1093,5038,86,0.425,online,bills,1309.88,0,36-45,Male,4,graduate,married,Florida,no,no,yes,businessman,91003,2,March
712968708,blue,250,0,105,2023-03-26,week-13,q1,2023,2343.0,1780,5167,78,0.76,swipe,fuel,568.37,0,46-55,Male,4,graduate,single,California,no,no,no,selfemployeed,95026,3,March
712971708,blue,200,1,167,2023-03-26,week-13,q1,2023,3139.0,1089,4648,80,0.347,chip,bills,278.88,0,36-45,Male,1,high school,married,Florida,yes,no,no,selfemployeed,72539,1,March
712973733,blue,415,1,44,2023-03-26,week-13,q1,2023,14607.0,1480,1393,38,0.101,swipe,bills,111.44,0,36-45,Female,3,graduate,unknown,New York,yes,no,no,blue-collar,13208,3,March
712974558,blue,345,1,75,2023-03-26,week-13,q1,2023,5254.0,0,4546,89,0.0,swipe,entertainment,1272.88,0,36-45,Male,1,graduate,married,California,no,yes,no,govt,68162,1,March
712977183,silver,250,0,97,2023-03-26,week-13,q1,2023,19482.0,1072,1421,22,0.055,swipe,travel,184.73,0,46-55,Female,3,high school,married,Florida,yes,yes,yes,blue-collar,13698,2,March
712979133,blue,225,1,44,2023-03-26,week-13,q1,2023,27560.0,900,646,10,0.033,swipe,bills,161.5,0,36-45,Female,4,graduate,single,New York,no,yes,yes,selfemployeed,1250,3,March
712980333,blue,335,1,48,2023-03-26,week-13,q1,2023,24149.0,1848,2584,66,0.077,swipe,grocery,310.08,0,56-65,Female,3,unknown,single,New York,no,no,yes,white-collar,30269,3,March
712981383,silver,100,1,107,2023-03-26,week-13,q1,2023,10790.0,1930,1052,16,0.179,swipe,bills,263.0,0,56-65,Female,4,graduate,married,Florida,no,no,no,selfemployeed,5525,3,March
712982808,blue,380,1,109,2023-03-26,week-13,q1,2023,1438.3,0,2388,42,0.0,online,fuel,692.52,0,36-45,Female,2,uneducated,married,California,no,yes,no,blue-collar,26433,2,March
712984983,blue,390,1,91,2023-03-26,week-13,q1,2023,2248.0,1853,7739,101,0.824,swipe,bills,1857.36,0,46-55,Male,1,graduate,single,Nebraska,no,yes,no,govt,107469,1,March
712986483,blue,365,1,114,2023-03-26,week-13,q1,2023,15412.0,0,3993,73,0.0,swipe,bills,838.53,1,56-65,Female,0,graduate,married,Florida,no,no,yes,selfemployeed,47013,2,March
712987608,blue,295,0,107,2023-03-26,week-13,q1,2023,1438.3,1153,4263,84,0.802,chip,fuel,511.56,1,56-65,Female,1,graduate,single,New York,no,yes,no,govt,55691,2,March
712988958,blue,465,0,63,2023-03-26,week-13,q1,2023,2021.0,1731,3253,62,0.857,swipe,entertainment,943.37,1,46-55,Female,1,unknown,married,California,no,yes,no,govt,35737,1,March
712990458,silver,470,1,68,2023-03-26,week-13,q1,2023,31699.0,1976,13653,113,0.062,swipe,bills,3276.72,1,46-55,Male,3,graduate,single,New York,no,no,no,white-collar,136223,1,March
712991808,blue,390,1,126,2023-03-26,week-13,q1,2023,2451.0,1690,1596,26,0.69,swipe,travel,351.12,1,46-55,Female,3,uneducated,married,New York,no,no,no,selfemployeed,14975,2,March
712993008,blue,370,0,106,2023-03-26,week-13,q1,2023,3819.0,1882,4533,68,0.493,swipe,bills,498.63,1,46-55,Male,1,graduate,married,Texas,yes,yes,no,govt,67440,3,March
